name,description,link,created_time,available_albums,tags,albums,available_album_name,available_album_description,album_name,album_description,uri,url_source
Floriade - Saltwater garden - Visitors - 2nd cut,,https://vimeo.com/713212133,2022-05-24T09:57:41+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/713212133,https://player.vimeo.com/progressive_redirect/download/713212133/container/fd248364-cb09-4056-8022-925fe2dfb43b/58f42fb2/floriade_-_saltwater_garden_-_visitors_-_2nd_cut%20%28Original%29.mp4?expires=1703116585&loc=external&oauth2_token_id=1753668412&signature=7ee31dcfd165ac7efc639d39e920715ad56f72e77d82131fdd96f31e44d288ea,https://drive.google.com/file/d/146ak2IjTOyA42vZ1Nj-PXL94VUvFLLCs/view?usp=drive_link
Floriade - Saltwater garden - Product - 2nd cut V1,,https://vimeo.com/713211803,2022-05-24T09:56:39+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/713211803,https://player.vimeo.com/progressive_redirect/download/713211803/container/9361d019-76c8-416e-83ca-5137a4d42086/6cac4159/floriade_-_saltwater_garden_-_product_-_2nd_cut_v1%20%28Original%29.mp4?expires=1703116872&loc=external&oauth2_token_id=1753668412&signature=dc11f1e6c775be7a3d8b2fef20b469102a9c633dcfca8e1fe20bb9b407df44f7,https://drive.google.com/file/d/1_FfKn1YmxKw5mikZvVmbuKDvjLr9Aj5h/view?usp=drive_link
Floriade - Plant protagonists - Vistors - 2nd cut,,https://vimeo.com/713211459,2022-05-24T09:55:38+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/713211459,https://player.vimeo.com/progressive_redirect/download/713211459/container/f9800631-a993-4516-b2d2-f2764fcb38b1/37bf146e/floriade_-_plant_protagonists_-_vistors_-_2nd_cut%20%28Original%29.mp4?expires=1703117010&loc=external&oauth2_token_id=1753668412&signature=7fd70ce4fc429d2aa0e74618284c07caa20561abba0c7930c9bacd9e455c2c50,https://drive.google.com/file/d/1NQEqIdOC1Wsm7-lz6nzi5bVhgry6-U6e/view?usp=drive_link
Floriade - Plant protagonists - Product - 2nd cut,,https://vimeo.com/713211097,2022-05-24T09:54:38+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/713211097,https://player.vimeo.com/progressive_redirect/download/713211097/container/f22e06b3-98d3-44fe-ad9f-f1afe7392333/a270bf8d/floriade_-_plant_protagonists_-_product_-_2nd_cut%20%28Original%29.mp4?expires=1703117137&loc=external&oauth2_token_id=1753668412&signature=ee79e955079546a7431eaa5ac683de66ea367447bc8128001248683fad05c37d,https://drive.google.com/file/d/1ELuieXkI0SgyYLqTvTHyp_xzILZJF2Un/view?usp=drive_link
Floriade - Immersive experience - Vistors - 2nd cut,,https://vimeo.com/713210734,2022-05-24T09:53:32+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/713210734,https://player.vimeo.com/progressive_redirect/download/713210734/container/41d55b2b-3a30-45b7-b958-9add586ffa2d/19b76258/floriade_-_immersive_experience_-_vistors_-_2nd_cut%20%28Original%29.mp4?expires=1703117253&loc=external&oauth2_token_id=1753668412&signature=048f8a51aeecf7c318e6961483fb700d3e1f2ea38dcf4562c23b88f7e3a8303a,https://drive.google.com/file/d/1Y-MJhS0aRLwV_jTX9QzUvAcX1XLjdF_I/view?usp=drive_link
B roll - April 2022 Malama footage,,https://vimeo.com/711244987,2022-05-18T14:36:54+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/711244987,https://player.vimeo.com/progressive_redirect/download/711244987/container/aee27ecb-56f3-477f-bcb6-320d5759fe3a/2df0969f/b_roll_-_april_2022_malama_footage%20%28Original%29.mp4?expires=1703117365&loc=external&oauth2_token_id=1753668412&signature=ec8066b373fba806346a10f540539585e812341839ee382a4a7b07c6fbd7b967,https://drive.google.com/file/d/1emycUHxbHyRJ-cnyxIM7S1XUrL3EXC9P/view?usp=drive_link
Malama_2021Broll,,https://vimeo.com/707784174,2022-05-09T12:51:00+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/707784174,https://player.vimeo.com/progressive_redirect/download/707784174/container/ced8cba4-5f50-4aa0-86a5-dd2fba0ec745/1562a8fc/malama_2021broll%20%28Original%29.mp4?expires=1703118410&loc=external&oauth2_token_id=1753668412&signature=0728ed41de853aebb3252299d8c80857d848facf01e0d7f4cfc1d575949f87df,https://drive.google.com/file/d/16YCkRmQmrjx0boRNNBGujDozYsB-AgGP/view?usp=drive_link
The UAE Pavilion at Expo Dubai 2020,Video courtesy of the UAE Pavilion,https://vimeo.com/698934748,2022-04-13T08:31:12+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/698934748,https://player.vimeo.com/progressive_redirect/download/698934748/container/1f01916d-b1c9-43ed-ba43-ba802a923384/5f01992b/the_uae_pavilion_at_expo_dubai_2020%20%28Original%29.mp4?expires=1703120060&loc=external&oauth2_token_id=1753668412&signature=800018ade2cc4c68984ef6078b5963ba015f629d202d4f383d84b63399b87b1b,https://drive.google.com/file/d/1XViJ1TNFUe2qCInJekyMR1RyS5W6wZ2h/view?usp=drive_link
211129_Tellart_sizzle_reel.mp4,,https://vimeo.com/651085525,2021-11-29T11:47:34+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/651085525,https://player.vimeo.com/progressive_redirect/download/651085525/container/16f8c3d0-21be-49eb-9741-d09f97e2480b/c4086c0b/211129_tellart_sizzle_reel.mp4%20%28Original%29.mp4?expires=1703120084&loc=external&oauth2_token_id=1753668412&signature=20cdb7df5d08d009bdd02ac1ebed6c5651b06efef491988035739dd3f45eef7c,https://drive.google.com/file/d/1X5-HCZtpLts_JeqBXkWmQVXWWbfhze1y/view?usp=drive_link
UAE Pavilion at Expo 2020 Dubai,"UAE Pavilion at Expo 2020 Dubai
National Media Council of the UAE
Tellart partnered with experience architects Kossmanndejong to co-design the guest experience for the United Arab Emirates’ Host Pavilion at Expo 2020 Dubai, crafting a multi-sensory guest experience celebrating the country’s past, present and future. Our shared vision was to tell an authentic story that would help guests see the humble roots and the core values that drive the UAE’s breakthrough achievements and its vision for the future.",https://vimeo.com/651064596,2021-11-29T10:40:26+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/651064596,https://player.vimeo.com/progressive_redirect/download/651064596/container/f8cb07db-9f1e-4f8c-a523-eb0c2d4a18ae/6d5b1a7a/uae_pavilion_at_expo_2020_dubai%20%28Original%29.mp4?expires=1703120146&loc=external&oauth2_token_id=1753668412&signature=aec38ca3c36392295b5890b63c1a9996595c4ca9855bab2d40f033aa4feed160,https://drive.google.com/file/d/1ZZZJqbEbCDnQ69I0TBSMYmwHRbGIoXtF/view?usp=drive_link
05.01.01_Dreaming Togetheringress_mp4.mp4,,https://vimeo.com/651046288,2021-11-29T09:44:57+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/651046288,https://player.vimeo.com/progressive_redirect/download/651046288/container/1e68404d-82ba-4a79-826c-273206216d73/2012a5a0/05.01.01_dreaming_togetheringress_mp4.mp4%20%28Original%29.mp4?expires=1703120302&loc=external&oauth2_token_id=1753668412&signature=98dee710f85714b6a8245d5bf40c582a4f9cf09fccc5cdcd5e36d54668e37d07,https://drive.google.com/file/d/1Mm5Aj_UUvfIQbsgJGKX_ZJ1JQNRDi5RM/view?usp=drive_link
210729 Tellart SHF Holistic Video Walkthrough mockup,,https://vimeo.com/582055570/620b676eb2,2021-08-02T10:41:19+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/582055570,https://player.vimeo.com/progressive_redirect/download/582055570/container/5dc677c0-8282-438d-9751-aae90d873a77/4cded890/210729_tellart_shf_holistic_video_walkthrough_mockup%20%28Original%29.mp4?expires=1703120608&loc=external&oauth2_token_id=1753668412&signature=e3528da8e55ea4a7904eb2df45d98e303804c8e95596deb75fb4e28fe01b4900,https://drive.google.com/file/d/1_v0Js4OKeacAdqVt2QEF7Soqw76xUuZI/view?usp=drive_link
2021_06_16_Tellart_Mood_Film,,https://vimeo.com/563711070/c8c18549ec,2021-06-16T14:15:54+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/563711070,https://player.vimeo.com/progressive_redirect/download/563711070/container/63d28de0-f91b-4343-90fd-460756ea5f61/91189089/2021_06_16_tellart_mood_film%20%28Original%29.mp4?expires=1703121137&loc=external&oauth2_token_id=1753668412&signature=24287fdc20ca84bc9e3f0b62473989011dd2f3f261bcb504e4b4b57b68138d5a,https://drive.google.com/file/d/18fFA6KvtnuP6KSJy_SLGjNiP1cotPMvs/view?usp=drive_link
tellart reel 2021,v7,https://vimeo.com/515213712/f0f2a70d9d,2021-02-22T10:14:32+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/515213712,https://player.vimeo.com/progressive_redirect/download/515213712/container/4ccd9204-488b-4c7e-820e-b4ad3fb9c278/bd5c5df3/tellart_reel_2021%20%28Original%29.mp4?expires=1703121265&loc=external&oauth2_token_id=1753668412&signature=18ca1d023c8e4ffc8c830d68525af738f477b9c4268fb71c8646e1422e2b51ee,https://drive.google.com/file/d/1BfDUZjni2KZzXD0y3nxcLWr7Sh0RaCvs/view?usp=drive_link
post-covid light visualization - colours,,https://vimeo.com/512672988/3857001470,2021-02-15T20:35:35+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/512672988,https://player.vimeo.com/progressive_redirect/download/512672988/container/688860f2-760c-49ad-8db0-5765aeeeb5c0/50af1cca/post-covid_light_visualization_-_colours%20%28Original%29.mp4?expires=1703121360&loc=external&oauth2_token_id=1753668412&signature=436058de4e0b1bf995e23d9e70d1892080cdeeccde7144cc84817d5bfacd99eb,https://drive.google.com/file/d/13BOITTvn4YFyZkbI9r4CnXI0D_hGgqpP/view?usp=drive_link
post-covid light visualization,,https://vimeo.com/512594118/86911805de,2021-02-15T16:57:57+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/512594118,https://player.vimeo.com/progressive_redirect/download/512594118/container/87819201-1ff4-45c4-98b7-73efb52228d9/6c2f73ce/post-covid_light_visualization%20%28Original%29.mp4?expires=1703121388&loc=external&oauth2_token_id=1753668412&signature=4e56816a2ab46f7a3b6965583d850a5b582fe91ae301cf0d2ae27b0e6f9bac30,https://drive.google.com/file/d/1HyMc3MnJw2KjqH3vIEIXEHElNzPaMsW6/view?usp=drive_link
Website_reel_test,,https://vimeo.com/500474826,2021-01-14T15:12:11+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/500474826,https://player.vimeo.com/progressive_redirect/download/500474826/container/64847391-d3ef-46d0-a0b2-4878b4918840/ce456c12/website_reel_test%20%28Original%29.mp4?expires=1703121432&loc=external&oauth2_token_id=1753668412&signature=9883b8ee547c61d54233bdf08e030750d2fcb2e63460e239cdfaff0b366b9743,https://drive.google.com/file/d/1oLJqQgj58_8q47KFwASAtOscTJTZqeIn/view?usp=drive_link
INST-INT 2013 - Matt Cottam,"Video by Eyeo Festival

Learnings From the Web Lab – Web Lab was a year-long exhibition at Science Museum, London, featuring a series of interactive Chrome Experiments that connect massive online and in-musuem audiences to bring the extraordinary workings of the Internet to life. The exhibition was invented by Tellart and Google Creative Lab and was designed and built in collaboration with Universaldesignstudio, B-Reel and Karston Schmidt.

Matt presents Web Lab from its origin sketch and through its design and development process to illustrate some of the major design constraints encountered along the way. These include personalization versus privacy, social presence versus protection of kids onsite, consumable materials and environmental impact, latency, remote maintenance and take-away creations.",https://vimeo.com/489455979,2020-12-10T15:53:36+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/489455979,https://player.vimeo.com/progressive_redirect/download/489455979/container/a0a8953d-d249-47c3-bd32-1cc89dd24bbb/9418f915/inst-int_2013_-_matt_cottam%20%28Original%29.mp4?expires=1703121459&loc=external&oauth2_token_id=1753668412&signature=9efb8600d9ea07093eeeb64b3adc63875ef2809e56f5d2b3a7b2196be03a031d,https://drive.google.com/file/d/1jHxfRImAlDQ2HZvS6v5IxVYuGVAJ-0bm/view?usp=drive_link
SoundAffects at The New School,Video by The New School,https://vimeo.com/488185772,2020-12-07T17:52:11+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/488185772,https://player.vimeo.com/progressive_redirect/download/488185772/container/974db8aa-a10b-4a3a-b535-0ca7d50d0add/24348d24/soundaffects_at_the_new_school%20%28Original%29.mp4?expires=1703121578&loc=external&oauth2_token_id=1753668412&signature=245ad02179da1e82d7dd20376cc4b00b7ffcb685257af38c184ee50ecd49f6c5,https://drive.google.com/file/d/1BEKZxY0n98HSZpLZTeF8K68FT-UAeVVQ/view?usp=drive_link
Visionaire Presents ADA 0002,video by Visionaire,https://vimeo.com/488178656,2020-12-07T17:35:14+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/488178656,https://player.vimeo.com/progressive_redirect/download/488178656/container/d9124f51-9eaf-4d9e-bf1d-4a51167b41d1/87e12146/visionaire_presents_ada_0002%20%28Original%29.mp4?expires=1703121621&loc=external&oauth2_token_id=1753668412&signature=b3a828f1c693b63fc7ee0f8989782133bd196655781c818fc0fb7e87aab17073,https://drive.google.com/file/d/1EITZLULMRCDtAp6Sz3Y4tRHMiLGgTWqJ/view?usp=drive_link
Panacea experiments - compilation,,https://vimeo.com/484098339,2020-11-26T15:28:57+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/484098339,https://player.vimeo.com/progressive_redirect/download/484098339/container/18a1a7c1-5806-49c1-9cc7-0acb38ce148a/8d9d023b/panacea_experiments_-_compilation%20%28Original%29.mov?expires=1703121660&loc=external&oauth2_token_id=1753668412&signature=ef4261e628a22d584db4830ab6e27c8262ba12a64930b26c6a62f354125f97d6,https://drive.google.com/file/d/1cu-fLPS-rSeLf4n2CPkiosrr5-haSqNx/view?usp=drive_link
Experiment 07: JazzyHands,,https://vimeo.com/460623356,2020-09-22T15:59:23+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/460623356,https://player.vimeo.com/progressive_redirect/download/460623356/container/bc7ec987-1f5c-41e0-9c02-59127fc9a516/ef4e9b9b/experiment_07:_jazzyhands%20%28Original%29.mp4?expires=1703122774&loc=external&oauth2_token_id=1753668412&signature=f76f6eff8c3f5546ac8de272e5b15b1956af70f6d4abb18e649c3f074a20cee2,https://drive.google.com/file/d/1a9xBBpROc2Vhf-4AuvGEDQccfdRnIobK/view?usp=drive_link
Experiment 06: Walkie-Talkie,,https://vimeo.com/460623298,2020-09-22T15:59:14+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/460623298,https://player.vimeo.com/progressive_redirect/download/460623298/container/5691c4b2-9d71-43d0-ae2b-e3d16610517a/7fdc67fc/experiment_06:_walkie-talkie%20%28Original%29.mp4?expires=1703122879&loc=external&oauth2_token_id=1753668412&signature=22abd7f9c691620d2fe68e43120f4f8d0d9ec6cdfa33e46ede423ee55dc3f49c,https://drive.google.com/file/d/1LeEKb403kHxovy8rFHKf1xr_VCNMhqz1/view?usp=drive_link
Experiment 05: LunchTime,,https://vimeo.com/460623191,2020-09-22T15:58:58+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/460623191,https://player.vimeo.com/progressive_redirect/download/460623191/container/1da5f9ee-5dfb-4755-a283-ec9d040a6ae2/4519e046/experiment_05:_lunchtime%20%28Original%29.mp4?expires=1703122939&loc=external&oauth2_token_id=1753668412&signature=287811e995e295ba02aab4127ca503e2a24d12ea59f9c119588e946c81758970,https://drive.google.com/file/d/1vdCBANKtAfHqxuE9ARlu4rU0oiaC7hdS/view?usp=drive_link
